Age,Salary,City,Education,Years_of_Experience,Department
27.182153911394927,70431.98605527618,,Diploma,8,Marketing
16.55549488965723,46453.26744896211,Khulna,Bachelors,2,Engineering
20.813480535158018,,Sylhet,Diploma,1,Sales
19.95859233247932,33452.234281503595,Khulna,Diploma,17,Engineering
,62308.30254331845,Chittagong,Masters,14,Sales
29.653151126132187,52764.63596117155,Dhaka,Masters,17,Sales
32.342147325365204,43699.58409058756,Rajshahi,PhD,18,HR
45.50500492814077,21429.879598018044,Chittagong,Diploma,14,Sales
20.01645959261209,71666.18292582632,Chittagong,PhD,16,Engineering
39.843223984765835,31584.80053315914,Sylhet,PhD,17,Engineering
27.86011155774491,41130.82985945442,Khulna,PhD,17,HR
29.50536290347567,55375.16766614005,Khulna,Diploma,10,Sales
36.74819492166604,32051.631070749703,Sylhet,Diploma,17,Engineering
18.772779784377015,27597.353326202847,Rajshahi,PhD,2,Marketing
33.82409746184051,,Dhaka,Diploma,12,HR
31.66452208213056,60814.95429358454,Dhaka,PhD,13,Marketing
34.92451264008149,41822.206329105175,,Bachelors,3,Engineering
32.89168643907818,93909.05138709996,Sylhet,Diploma,17,Marketing
54.55300139910894,35084.6740155369,Chittagong,Masters,4,HR
23.62260015748684,36178.234648566184,Khulna,Masters,13,Marketing
24.690030449981823,41519.105445718975,Chittagong,PhD,11,Engineering
,53647.01982707734,Khulna,Bachelors,6,Marketing
24.445228808397452,42946.94991822033,Chittagong,Diploma,11,Marketing
23.626128726934823,59184.98321003768,Sylhet,PhD,7,Marketing
41.89016531107552,35321.17415017018,Sylhet,Bachelors,2,Sales
44.20504247989855,29276.124223046285,Rajshahi,Bachelors,0,Engineering
24.29253706250524,23026.778908863387,Chittagong,Diploma,2,Marketing
21.676444268957713,16646.387480942052,,Masters,10,Engineering
34.71415556386404,42228.96470787415,Rajshahi,Masters,17,Marketing
24.477769557190285,45485.29531410167,Rajshahi,Bachelors,6,HR
36.32931817755511,40528.44458775225,Sylhet,Masters,8,HR
32.029230208513,68651.08695780743,Sylhet,Bachelors,3,HR
14.84255885002768,68420.45314412203,Chittagong,Bachelors,9,Marketing
45.47505201330061,44977.955188332475,Sylhet,Bachelors,17,Engineering
47.95877673095522,230911.83302120556,,Masters,15,HR
23.872113095156138,41499.42337917421,Chittagong,PhD,11,Sales
26.12298440064016,41002.67909124408,Rajshahi,Masters,18,HR
32.85865390724905,40142.97556582913,Chittagong,PhD,2,HR
33.34456789987025,39534.216441526325,Dhaka,Masters,7,Sales
36.5854427267283,40198.056564127895,Chittagong,Diploma,18,HR
50.102045387663495,44201.87576153361,Dhaka,Diploma,8,Marketing
28.230527725059506,40466.88351776665,Chittagong,Masters,18,Marketing
,53124.83762938388,Dhaka,Diploma,16,HR
16.20680771985473,55405.53073857292,Dhaka,Diploma,12,Engineering
22.69069960058081,36340.32369226265,Chittagong,Diploma,1,Engineering
29.668730271262028,69065.9798901055,Sylhet,Diploma,3,HR
47.94557863517788,35299.06547239079,Khulna,PhD,10,Sales
24.823887009638284,25732.990792769942,Sylhet,Bachelors,1,Marketing
32.237879516388986,55711.67107047577,Dhaka,PhD,3,Marketing
29.83577103927248,37738.8779837849,Chittagong,Bachelors,3,Marketing
41.88393273448084,54819.37206136082,Chittagong,Bachelors,19,HR
55.26932425873622,13944.970983492043,Chittagong,Masters,0,Marketing
24.691312270796793,70886.83912224602,,Masters,10,HR
25.10560557481778,60084.40112060603,Khulna,Masters,1,HR
40.44160877069072,27492.851762554976,Rajshahi,Masters,18,Engineering
36.81891489626312,27818.343142305715,Dhaka,Masters,7,Sales
48.46707325736034,75083.98856146292,Khulna,PhD,19,Sales
35.839281853259635,38939.30144753062,Sylhet,PhD,3,Sales
26.407079092129404,37487.22726901065,Rajshahi,Diploma,15,Marketing
35.90654830692309,16009.218587760755,Rajshahi,PhD,14,Engineering
41.087035805829075,44738.326915976686,Chittagong,PhD,4,Engineering
38.204821811973645,46584.20577746371,Khulna,Masters,4,HR
35.07274031107298,60732.39645154228,Sylhet,Diploma,14,Engineering
40.666746895891535,29013.823577232866,Chittagong,PhD,16,HR
41.692955904456724,27195.698116390857,Chittagong,PhD,2,Engineering
43.82158991037527,56764.43952164715,Dhaka,Diploma,17,HR
36.48709887589643,65100.95106840597,Rajshahi,Bachelors,10,Marketing
28.328819196831457,26432.714733231755,Sylhet,Masters,5,Engineering
31.467136864333227,66222.71129449611,,PhD,11,Sales
42.06508966508357,50563.12762230232,Khulna,PhD,16,HR
21.83064329012764,66377.08008611968,Dhaka,Diploma,13,Engineering
33.686733088729014,48946.69457723575,Chittagong,PhD,5,Engineering
26.066611876726395,12165.831237680744,Dhaka,Masters,9,HR
30.287448229348175,47720.48926525941,,PhD,15,Engineering
42.78451862607299,65902.15728006905,Dhaka,Bachelors,17,Sales
31.910990680199035,36593.80971374428,Chittagong,Masters,19,HR
,44180.525466388215,Rajshahi,Bachelors,5,HR
16.401438590200808,47357.997446735324,Rajshahi,Diploma,18,HR
37.46253566027221,6507.291801972773,Rajshahi,Masters,2,HR
36.45484181141075,75070.21363156215,Rajshahi,PhD,11,HR
51.6325472330546,36479.36480154238,Dhaka,Masters,15,Sales
26.922217650469992,57586.03148709198,Chittagong,Masters,2,HR
32.19150327663939,48699.48295777687,Rajshahi,Masters,15,Sales
32.49383683710755,68864.2858453904,Dhaka,Bachelors,3,Sales
45.77453279763475,56090.84183642121,Chittagong,Diploma,19,Sales
29.04704467613048,46476.13592718538,Dhaka,Masters,12,HR
32.790215257703395,36597.273612210796,Rajshahi,PhD,3,Sales
36.078965097165394,61967.76052073208,Khulna,Masters,3,HR
31.86609123156358,21898.38044068075,Dhaka,Masters,6,Sales
25.535663854494718,59688.35630413839,Rajshahi,Diploma,11,HR
31.940899928983075,33514.32872667691,Sylhet,PhD,1,Engineering
40.73631749859772,68784.2549293496,Chittagong,PhD,15,Engineering
19.7348470058894,52419.49313994043,Rajshahi,Bachelors,6,Sales
31.32969674146876,59661.85651775163,Sylhet,PhD,18,Marketing
22.998791850608267,51229.83220737079,Dhaka,PhD,10,Marketing
41.950466289248425,23714.34357288505,Dhaka,PhD,0,Engineering
14.768130952162252,37089.062549069924,Sylhet,Masters,8,Sales
24.410781527284115,60085.840064170734,Sylhet,Bachelors,4,Sales
,52499.83726039766,Chittagong,PhD,16,Sales
45.65524029234341,67714.84857958509,Dhaka,PhD,0,Marketing
,56049.11844555758,Sylhet,PhD,16,Engineering
24.448004733068018,35499.471639460106,Khulna,Masters,11,Sales
48.8115706944059,38059.03793419049,Khulna,Masters,12,Engineering
15.51986099583756,51543.76085784856,Sylhet,Bachelors,10,Engineering
8.011940433799182,15289.339009998417,Chittagong,Diploma,12,HR
34.40014450053332,75101.62828434477,Dhaka,Bachelors,12,Marketing
24.979457756473888,56626.20104566336,Khulna,Masters,5,Engineering
19.78767182869287,68405.51895573309,Sylhet,PhD,5,HR
37.08356447299353,26290.940887862464,Sylhet,PhD,19,Marketing
32.43800713771199,68668.47740532883,Rajshahi,Bachelors,9,Sales
24.359213692632714,83472.48366541622,Sylhet,PhD,18,Sales
17.196956013291057,30186.824669340236,Chittagong,Masters,2,HR
38.724573282801444,61571.0269235565,Khulna,Bachelors,6,Sales
36.50201177958661,50016.6491703094,Rajshahi,Diploma,4,HR
29.00824136220617,26833.492276276334,Khulna,Masters,7,HR
48.466369960476655,57393.259577778044,Khulna,Masters,4,Sales
19.299152336738473,62504.048072560225,Chittagong,PhD,11,Marketing
14.74474829075261,40983.1017099673,Sylhet,Masters,3,HR
23.080919301187556,67488.74780382834,Chittagong,Masters,18,Marketing
29.544139836445023,24998.548898162036,Sylhet,Diploma,17,Marketing
32.43339449322692,27578.657803255337,Rajshahi,PhD,2,HR
27.587639421436702,52048.96093383129,Chittagong,Masters,6,Marketing
33.520553965142966,50380.77916958408,Chittagong,PhD,7,HR
17.48460575809556,39251.39767363842,Dhaka,Masters,14,Sales
44.437646040732595,62143.91653957829,Chittagong,Diploma,16,Sales
29.178488216074314,57963.41471323924,Dhaka,PhD,18,Sales
41.172958315881274,62872.08606401024,Sylhet,PhD,3,Sales
33.42725346377704,48152.95346971598,Sylhet,Diploma,15,Sales
34.567532191537836,,Sylhet,Bachelors,12,Marketing
35.69767280232204,43315.24545455008,Dhaka,Masters,11,Marketing
34.47708560017315,80807.28035129893,Sylhet,Masters,3,Marketing
36.42722759867544,37811.813448170215,Khulna,Bachelors,11,Engineering
43.29152530132431,81579.46144187468,Chittagong,PhD,16,Engineering
31.965211697014702,50523.319206341126,Dhaka,PhD,8,HR
37.09003757588512,29367.33665646886,Sylhet,Diploma,11,Engineering
29.102643057127732,70521.19025732901,Khulna,Diploma,14,Sales
44.40117215449473,51888.52082592439,Chittagong,Diploma,19,Sales
23.2360769794073,62766.86147570357,Chittagong,Bachelors,1,Sales
48.00940432910816,68357.8387781389,Sylhet,Bachelors,8,HR
29.598420493556567,55069.33331217538,Khulna,PhD,13,HR
15.692248978819519,41116.38732780778,Dhaka,Diploma,3,HR
31.281044149107892,64635.70066503875,Sylhet,PhD,3,HR
23.18948342525119,50011.332611818936,Chittagong,Bachelors,5,Marketing
38.406435489887244,60287.86727912629,Chittagong,Masters,4,HR
23.473760206976092,17694.04139312808,Chittagong,PhD,16,HR
25.538165667852205,56704.72575514778,Sylhet,Bachelors,12,Engineering
11.104592690544692,40421.21262282455,Rajshahi,Diploma,19,Marketing
25.476936807509233,74799.64455767797,Rajshahi,Masters,16,Sales
5.761206733710434,59346.310218336424,Rajshahi,Masters,18,Engineering
,53597.86618773945,Khulna,Masters,0,HR
37.604146561442974,57294.649900253324,Sylhet,Diploma,16,Sales
37.85800158650832,35023.38720684923,,Masters,2,Sales
34.254575617849646,74348.8503579208,Khulna,Bachelors,13,Sales
20.33023856870787,79870.55627625357,Rajshahi,PhD,11,Engineering
,55893.70265822324,Dhaka,Masters,14,Marketing
29.963974609094315,73856.05352860458,Khulna,Masters,5,Marketing
18.416353108074574,41462.77701991199,Khulna,Bachelors,19,Sales
45.0339830176715,38043.29650662529,Sylhet,Diploma,1,HR
38.77362290575671,50613.871230933844,Khulna,Masters,3,Marketing
27.79035826170336,56524.11557551848,Sylhet,Bachelors,12,Marketing
30.268858389945308,44090.19978135319,Dhaka,Bachelors,12,HR
32.08382807947552,58066.522855527255,Chittagong,Diploma,16,Engineering
9.582651315757094,54595.84223110121,Chittagong,Diploma,5,Engineering
27.528226174794032,35025.398370634175,Rajshahi,PhD,10,HR
23.180157520022014,57781.89526177582,Rajshahi,Masters,18,Engineering
19.983799901050844,62952.923637822816,Dhaka,PhD,15,Sales
27.188997071140452,52572.039763855864,Chittagong,Bachelors,7,Marketing
47.976865268495224,67289.72154892539,Rajshahi,Masters,0,Engineering
36.4084286126701,31738.94309754572,Khulna,Bachelors,9,Sales
24.28821010217203,57019.25633197778,Sylhet,Bachelors,1,Sales
35.72582781356159,32445.789404048377,Rajshahi,Bachelors,18,Sales
43.99355436586002,33288.77962650369,Dhaka,Diploma,13,Sales
39.246336829127685,40536.03749393315,Chittagong,Diploma,2,Sales
30.59630369920174,35869.09724638633,Dhaka,Masters,8,HR
23.530632222944263,,Sylhet,Bachelors,7,Marketing
36.982233136135896,46787.74533933217,Sylhet,Bachelors,10,Marketing
33.934853854217494,62557.317294970766,Dhaka,Masters,14,HR
38.95193220027733,45182.614419414465,Rajshahi,PhD,5,HR
36.351718016819696,26215.61439845611,Rajshahi,Bachelors,1,Sales
40.49552715319335,67101.0176974274,Chittagong,Diploma,0,Engineering
24.64764788439432,37443.64799577441,Chittagong,PhD,2,Marketing
43.173940656343255,49119.193593430566,Khulna,PhD,17,Engineering
31.975996046923996,56698.047604110674,Khulna,PhD,13,Marketing
50.75260872625265,52994.156276041744,Chittagong,PhD,16,Sales
23.10812181910432,66412.69321282214,Khulna,PhD,1,Engineering
47.359638031652494,,Dhaka,PhD,18,Marketing
31.97910783462648,37080.356304543384,Rajshahi,Masters,8,Marketing
23.485819963855516,82678.43260987493,Khulna,Masters,7,Sales
25.161141659456785,52915.0019500735,Khulna,PhD,9,Engineering
26.7965269180568,47789.896600677406,,Diploma,8,Sales
34.241659464019165,64458.881345833564,Sylhet,Masters,7,Engineering
35.228354880355,,Chittagong,Masters,6,Engineering
24.26299996061421,55988.422894089905,Dhaka,PhD,5,Marketing
29.75645407739017,87382.7599790103,Sylhet,Diploma,1,HR
51.42270358611864,45873.1785761743,Dhaka,PhD,8,Engineering
47.275431701007115,45233.58658973906,Rajshahi,Diploma,8,Engineering
34.36323669674032,51748.67768018696,Dhaka,Diploma,18,Sales
30.380034781682003,66072.73903371558,Dhaka,Bachelors,8,Engineering
31.20031326718261,27401.989547144014,Rajshahi,Masters,1,Engineering
36.13517972730416,20516.661627852423,Chittagong,PhD,18,Engineering
19.772074348015945,41193.27094069779,Sylhet,Masters,15,Engineering
27.426234625766547,25491.155614110692,Khulna,Masters,13,Engineering
13.314159261224106,43627.529787115425,Chittagong,Diploma,19,HR
33.992231226052795,57537.495441939354,Dhaka,Masters,0,Marketing
36.47195939702741,,Khulna,Bachelors,12,Engineering
25.16813537700626,28597.601348279863,Rajshahi,PhD,1,Sales
45.73986763290033,51040.05742573022,Chittagong,Masters,13,Sales
17.742343369976588,62938.152269227554,Sylhet,PhD,0,Engineering
15.356251197901798,24575.39842225081,Chittagong,Masters,14,Engineering
32.24451818559972,62303.48597458976,Chittagong,PhD,17,Engineering
40.470983026121544,62259.5930560749,Khulna,PhD,8,HR
46.83927691457869,64311.276532349424,Rajshahi,PhD,7,Marketing
25.4111573713106,68277.2032230753,Rajshahi,Masters,6,Sales
40.78680833431296,83030.20886989424,Chittagong,Bachelors,8,HR
29.614915304992927,44658.619270714174,Rajshahi,PhD,8,HR
28.273727000591805,51643.57370116787,Khulna,Diploma,10,Engineering
38.83659937486672,43753.42350127962,Khulna,Diploma,3,Marketing
36.5232287841342,50029.652671337164,Sylhet,Diploma,6,Engineering
14.236078430157505,72993.10033454468,Rajshahi,Bachelors,6,Sales
44.76540349725896,29824.78274103997,Sylhet,PhD,3,Marketing
43.800913541474515,37084.254917516366,Dhaka,Bachelors,11,Engineering
23.744372984904707,70657.71404756841,Khulna,PhD,16,Sales
33.95803533437409,65300.54760353135,Chittagong,Bachelors,19,HR
34.94030186282739,44553.02529774383,Khulna,PhD,2,Sales
32.60673765823907,628160.300168108,Dhaka,Diploma,8,Sales
24.4969484615458,55118.2376373805,Chittagong,PhD,4,Sales
23.283766320619485,72504.11913501481,Rajshahi,Bachelors,19,Marketing
29.744459290085548,51117.64390740159,Rajshahi,PhD,15,HR
41.72729019259364,65384.48170808874,Khulna,Masters,7,Marketing
35.43600154594432,89630.1786573893,Chittagong,PhD,15,HR
26.29385667913894,58971.48732571199,Chittagong,Diploma,18,Engineering
37.716987106483444,50739.92248692265,Sylhet,PhD,15,Engineering
1.5145737936992454,60836.70477831469,Dhaka,Masters,17,Sales
41.48765700372103,44520.78712694172,Rajshahi,Masters,14,Sales
12.602862212219005,85819.51558287098,Khulna,Masters,17,Marketing
26.375590585968677,52701.06556543972,Chittagong,Bachelors,13,HR
18.80330105373856,45906.00019661731,,Masters,15,HR
17.053185242790942,37464.66492469946,Khulna,Bachelors,4,HR
41.608267873785195,66458.30287409658,Rajshahi,Masters,7,Sales
25.32298798688109,63007.811192416084,Khulna,Bachelors,15,Sales
33.46503881730716,42539.684428788605,Rajshahi,Masters,0,HR
29.53079421120816,58646.77017683634,Sylhet,Masters,10,Sales
34.770408272231215,27371.660476807152,Dhaka,PhD,10,HR
30.768218910602553,52774.55862609734,,Masters,1,Marketing
17.170077758114303,56791.34528115042,Dhaka,PhD,18,Engineering
39.9626681944714,75609.94714338834,,Masters,4,HR
25.062434168386876,38437.71795906966,Chittagong,Masters,2,Sales
14.43418101340249,30824.710567965136,,PhD,7,Marketing
25.718848390340874,36568.58058612437,Sylhet,PhD,3,Sales
45.00759790634311,29951.4724952762,Dhaka,Bachelors,12,Sales
38.50221742113493,70049.86036638475,Chittagong,Diploma,13,Sales
26.513478655921407,73229.58942536055,Khulna,PhD,0,HR
26.507422956815713,54803.24866923243,Sylhet,Bachelors,4,Marketing
26.783649487826175,68319.42418527722,Chittagong,Masters,6,HR
50.76747983560841,52009.37570870353,Chittagong,PhD,5,Engineering
33.819354522315535,48573.32528448851,Dhaka,PhD,14,HR
34.300416471910694,45004.435714193576,Chittagong,Masters,14,Engineering
40.30283454031842,45344.135129336515,Chittagong,Masters,7,Marketing
32.387891590265134,26782.97665536453,Khulna,Masters,1,Marketing
27.409578541792968,53963.82145411009,Dhaka,Masters,13,HR
28.036501509150217,49394.99134678934,Dhaka,Diploma,15,HR
29.28398740585936,61180.41086116814,Chittagong,PhD,9,Sales
29.627777634901584,51402.85244657915,Khulna,Masters,14,Engineering
37.2762954363698,47559.44447646362,Rajshahi,Masters,3,Sales
30.519458858072994,36932.10454988554,Sylhet,Diploma,11,Sales
37.32640077215579,51082.29855232642,Dhaka,PhD,9,Marketing
29.192834198914177,61073.55846224243,Khulna,Bachelors,1,HR
30.786351903160906,32849.91513374209,Khulna,PhD,3,Marketing
10.017993154678923,51312.10630521109,Chittagong,Bachelors,19,HR
39.16327674702482,53495.644272942256,Sylhet,Diploma,5,Marketing
33.46488475897993,39229.02824572603,Dhaka,Masters,13,Marketing
39.98010109859652,41182.15542638,Rajshahi,Diploma,2,Marketing
1.0374462180631063,53459.16273149322,Chittagong,PhD,14,Engineering
50.883747047807276,32998.684725610656,Dhaka,Masters,0,Marketing
28.60410371844826,55248.85572874089,Dhaka,PhD,18,Engineering
41.081828167375164,36569.684395111995,Khulna,Bachelors,0,Marketing
19.60094072874469,65942.80539549825,Sylhet,PhD,12,HR
36.1277390506257,85067.4161808245,Rajshahi,Diploma,7,Engineering
,37088.647974472704,Sylhet,Diploma,17,HR
23.76231039304195,58013.11793562012,Khulna,Diploma,2,HR
49.14031353866786,39098.87142676971,Rajshahi,Masters,17,HR
28.093175992366533,65614.31260696684,Rajshahi,PhD,19,Engineering
32.17432873179723,31021.123863721776,Chittagong,Masters,8,Sales
38.70067730688754,57208.80137641569,Rajshahi,PhD,5,Engineering
34.95681887972604,36905.16549665971,,Bachelors,19,Sales
,46895.23116352447,Sylhet,PhD,1,Engineering
33.64961002466225,34534.620872790394,Sylhet,PhD,3,Marketing
54.03415585238275,62335.25706343631,Chittagong,PhD,17,Sales
29.423812029664145,37445.294683406195,Rajshahi,PhD,6,Marketing
32.010990467149675,58279.463889977415,Khulna,Bachelors,10,Sales
40.50654396007612,448385.2957606501,Dhaka,Masters,4,Engineering
41.05525932957984,48282.91442301706,Chittagong,Diploma,7,Engineering
41.8703030556038,52216.33861100193,Rajshahi,PhD,10,Sales
36.38730222029184,38572.62992511727,Khulna,Diploma,19,Marketing
18.569950872695166,53155.5067031133,Rajshahi,Diploma,19,HR
46.334315323010955,72955.01846531617,Chittagong,Diploma,14,Sales
18.53654606981312,38328.57821250928,Khulna,Diploma,2,Sales
33.02635465239033,67577.15214910767,Khulna,PhD,6,Marketing
22.457241499806422,724714.6450231677,Khulna,Diploma,7,HR
29.358616534070073,37757.67516457934,Khulna,PhD,10,Sales
33.2876241030348,28174.18092364172,Rajshahi,Bachelors,9,HR
33.21357215450273,54529.41350257647,Khulna,Masters,19,HR
34.21920754235285,41788.8871584969,Rajshahi,Masters,8,Engineering
46.13711269058647,78029.04828744504,Khulna,PhD,14,Marketing
34.5353430151398,50522.113107497484,Khulna,PhD,19,Sales
27.558433647093512,37967.00887947231,Chittagong,Masters,4,Sales
39.64087168288357,32792.60733482433,Rajshahi,Diploma,14,HR
41.894704889246405,66348.57438636245,Rajshahi,PhD,3,Sales
17.723921848630077,41432.240388737206,Sylhet,Diploma,4,HR
35.97400069849858,50657.43199190642,Chittagong,PhD,14,Sales
37.01172742310898,64337.04117668721,Rajshahi,PhD,16,Marketing
27.024364966400082,42736.124721037544,Chittagong,Bachelors,7,Sales
43.75706813311619,49311.06756889759,Chittagong,Bachelors,18,HR
28.499444129674732,49751.4738526622,Chittagong,Masters,8,HR
31.25576453471542,60249.86767274138,Dhaka,Bachelors,9,Sales
28.269281757161306,58861.165032654884,Rajshahi,Bachelors,4,Sales
30.155790475814676,46698.294031177575,Chittagong,Masters,9,HR
19.037249131047982,50954.73592244776,Dhaka,Diploma,0,Engineering
15.599491174057057,44423.314827147675,Dhaka,Bachelors,3,Engineering
45.94505063224972,27835.81389620833,Khulna,Diploma,4,Sales
21.530386516816723,,Khulna,Masters,6,Marketing
20.086076505436928,78382.87641249601,,PhD,4,Sales
8.466098863962852,36744.21288963406,,Diploma,19,Marketing
23.610382523104978,38404.55435595945,Rajshahi,Masters,7,Sales
16.76910206592502,36939.08342534388,Dhaka,Diploma,16,HR
46.42015160136369,60868.876680846835,Dhaka,Masters,0,Sales
40.09817089342634,56727.2818129466,,Masters,17,Marketing
23.118496548222762,47621.93461375315,Khulna,PhD,11,Marketing
52.52435805344309,36229.714075415526,,Diploma,2,Sales
39.81765486991594,51385.651874598865,Rajshahi,PhD,19,Sales
26.751686164913774,26530.668089962935,Sylhet,PhD,13,Engineering
,52151.3985028624,Khulna,Diploma,15,Sales
52.90942572590742,63072.86579131901,Chittagong,Diploma,17,Sales
16.10427533236404,31232.01295049483,Khulna,Masters,9,HR
13.546012530431081,27012.225847555044,Sylhet,Diploma,14,Marketing
40.225704320096405,73691.5683754229,Dhaka,Masters,9,Engineering
54.39752406339273,40823.60540743123,Dhaka,Masters,0,HR
43.84272818510518,67039.21768915733,Dhaka,Masters,18,Sales
35.639091200523595,47690.03502203253,Khulna,Masters,1,Marketing
35.94754341665286,47570.677745880086,Dhaka,Masters,12,Sales
38.53415558780308,56576.19049244968,,Masters,15,Sales
37.589285897867654,36740.01714880339,Sylhet,Diploma,7,Sales
32.811914239693756,,Khulna,Diploma,2,Sales
31.042011039518762,44277.65877763861,Chittagong,Bachelors,18,Marketing
29.374068721004775,30192.598348924526,Khulna,Diploma,13,HR
22.46035411133324,55062.23112089599,Dhaka,PhD,10,Sales
27.19324923133226,46050.38289683126,Khulna,Bachelors,11,Sales
13.070431858046145,47644.62757332938,Sylhet,Diploma,10,Engineering
29.016603732052502,31847.585848787632,Khulna,PhD,10,Engineering
20.114088928490826,73871.00551644206,Khulna,Diploma,17,Marketing
18.96410682784229,63150.71279579174,Chittagong,Masters,9,Sales
31.798941511534785,64462.33826257968,Sylhet,Bachelors,15,Sales
43.92002286344599,45418.32946337477,Rajshahi,Masters,7,Sales
39.183166060023126,24062.256657448695,,Bachelors,5,Marketing
14.29499396376823,79293.76073734266,Sylhet,Bachelors,18,Marketing
20.103718634296627,490835.3737991198,Rajshahi,Masters,12,Sales
39.40771187988216,38768.00305969919,Dhaka,Bachelors,14,Sales
20.175126064616904,56252.02361724671,Rajshahi,Bachelors,12,Marketing
27.753668500029754,67506.81182004946,Dhaka,Diploma,0,Sales
35.50052099024552,49654.241658718005,Sylhet,PhD,1,HR
20.316555451363648,69178.62751909062,Rajshahi,Masters,12,HR
31.053755061459597,66244.99907775303,Rajshahi,Diploma,1,Marketing
16.659745050817953,33854.282188969126,Dhaka,Diploma,10,HR
23.98632356048786,39893.148415107855,Dhaka,Masters,12,Engineering
33.19781934142537,64363.05744919651,Khulna,Bachelors,9,Sales
14.070062664683308,9310.811542843432,Chittagong,Masters,14,Engineering
34.40474737960399,47758.16460252517,Rajshahi,PhD,0,Engineering
29.80362201073319,28537.53197562992,Chittagong,PhD,13,Engineering
35.524899544171475,42851.69297849713,Chittagong,Masters,9,HR
32.23914134064661,45517.69866456194,Rajshahi,Diploma,17,Sales
43.64140429973844,44626.33433138738,Dhaka,Masters,10,Sales
31.252245026479073,41716.08121831087,Khulna,PhD,6,Marketing
25.70594458874747,33542.845255567794,Sylhet,Masters,14,Engineering
31.22297503032284,84378.6690022803,Rajshahi,Bachelors,2,HR
35.43298029036388,78011.93006242026,Rajshahi,Masters,1,Engineering
30.488600703257042,32569.012696155754,Sylhet,Diploma,7,Engineering
30.405916912038823,73731.75126955351,Chittagong,Bachelors,7,Sales
22.980083121932445,44008.01764290721,Khulna,PhD,10,Marketing
23.37099082449052,51937.81209997566,Chittagong,Masters,15,HR
15.973947282003065,49050.89060154626,Sylhet,Diploma,1,Sales
47.495767431869396,40103.77038119051,Sylhet,Diploma,4,Engineering
17.56136764608715,64757.7851540922,Khulna,PhD,6,Sales
23.070948022040927,51888.29795864987,Sylhet,Masters,19,Engineering
22.815927344308026,42851.72865171138,Sylhet,Diploma,12,HR
38.949243769444415,30431.158342992912,Khulna,Bachelors,1,Sales
27.050503217079722,36596.07479421319,Rajshahi,Masters,2,Sales
42.477420726737336,25379.298265968548,Chittagong,PhD,8,Sales
23.265093757561317,50183.35322622754,Rajshahi,Bachelors,9,Sales
32.78994162223802,32050.016115734063,Rajshahi,Masters,12,Sales
21.646529467402427,46016.59231222188,,Diploma,12,HR
51.45149127773388,70551.52780415556,Rajshahi,PhD,4,Marketing
18.124015809704872,67989.49359382378,Khulna,PhD,6,HR
33.09820710227027,49515.846588460736,Chittagong,Masters,16,Sales
36.337768809320984,48693.72910785275,Dhaka,PhD,14,Engineering
34.137990974514985,78198.11824131513,Rajshahi,Bachelors,4,Engineering
28.147123411222918,57811.34180538067,Sylhet,Masters,6,Sales
28.701793002665738,45082.90310185216,Chittagong,Bachelors,1,Marketing
30.438114719791095,28609.728243193218,Dhaka,PhD,17,Sales
28.529979983715116,55908.09827247115,Sylhet,PhD,9,HR
39.638791167949094,62439.856588742936,Dhaka,PhD,0,Marketing
52.10523001591351,40525.227132295346,Rajshahi,Bachelors,13,Marketing
24.425082149921664,54368.04132707049,Sylhet,PhD,18,HR
,44546.400576274566,Rajshahi,Masters,15,Marketing
29.11717951648745,47239.51401201496,Sylhet,Diploma,18,Sales
55.79709337654319,12682.669136565033,Chittagong,Masters,5,Sales
21.963254320302692,46673.27894425797,,Diploma,11,Engineering
46.391168054440676,64540.539536120814,Khulna,PhD,2,HR
46.77700814076441,40528.96166650163,Dhaka,Masters,6,Marketing
24.464117582920053,50787.895523229745,Sylhet,Bachelors,2,Marketing
35.689830791852756,38660.73939962119,Rajshahi,Diploma,16,Marketing
46.283966231285376,55406.6251443916,Chittagong,Bachelors,14,Sales
26.208722590125127,46752.1520369574,Chittagong,Diploma,18,HR
27.964196398976384,35911.3768897699,Chittagong,PhD,18,Sales
24.183190860513562,69988.27201497692,Khulna,Masters,10,Marketing
19.852432693071332,63933.98020298323,Rajshahi,Diploma,19,Sales
23.50722454933993,40926.398541077375,Chittagong,Masters,1,Marketing
17.760597332377436,57466.82464126666,Chittagong,Diploma,6,Marketing
30.34083468259226,58061.180042305714,Dhaka,Diploma,18,Sales
22.30026768941358,59634.51852516764,Sylhet,PhD,6,Marketing
32.33785911790748,24586.161560073833,Sylhet,Diploma,9,Sales
14.441043537963727,65099.09811548942,Sylhet,Bachelors,11,Engineering
33.30880232214457,41454.51555611403,Dhaka,Diploma,17,Sales
38.33528961608925,44632.580998380996,Khulna,Diploma,5,Engineering
10.062643574285445,89568.226283903,Dhaka,Diploma,19,Engineering
33.74056569847572,54528.100710815175,Chittagong,PhD,7,Sales
42.27668992473292,,Rajshahi,Masters,4,HR
17.903589813087947,16920.58440866141,Chittagong,Masters,2,HR
46.72572386837703,70846.46200919533,Chittagong,PhD,1,Sales
34.190190093660455,29821.85493787096,Rajshahi,Bachelors,5,Sales
22.94988144241591,34948.41644750745,Sylhet,Bachelors,6,Marketing
29.44230922342294,45029.71551368226,Dhaka,PhD,7,Marketing
35.58326912521722,71246.17687550439,Khulna,Masters,3,Sales
30.760053914124114,61598.59979998639,Chittagong,Bachelors,11,HR
35.387559924463694,47632.437352396104,Chittagong,PhD,11,Marketing
